from_polity_id,from_name,to_polity_id,to_name,territorial_direction,strength,shared_territories,shared_territory_count,same_ethnicity,related_ethnicity,same_language,same_religion,same_civilization,temporal_gap_years
saffarid_dynasty,Saffarid Dynasty,delhi_sultanate,Delhi Sultanate,displacement,2,,0,0,0,1,0,0,203
buyid_dynasty,Buyid Dynasty,ghaznavid_empire,Ghaznavid Empire,displacement,2,,0,0,0,1,0,0,-85
buyid_dynasty,Buyid Dynasty,ghorid_dynasty,Ghorid Sultanate,displacement,2,,0,0,0,1,0,0,86
buyid_dynasty,Buyid Dynasty,khwarazmian_empire,Khwarazmian Empire,displacement,2,,0,0,0,1,0,0,138
buyid_dynasty,Buyid Dynasty,delhi_sultanate,Delhi Sultanate,displacement,2,,0,0,0,1,0,0,144
buyid_dynasty,Buyid Dynasty,madurai_sultanate,Madurai Sultanate,displacement,2,,0,0,0,1,0,0,273
ghaznavid_empire,Ghaznavid Empire,seljuk_rum,Sultanate of Rum,displacement,2,,0,0,0,1,0,0,-109
ghaznavid_empire,Ghaznavid Empire,jalayirid_sultanate,Jalayirid Sultanate,displacement,2,,0,0,0,1,0,0,149
ghaznavid_empire,Ghaznavid Empire,madurai_sultanate,Madurai Sultanate,displacement,2,,0,0,0,1,0,0,149
ghaznavid_empire,Ghaznavid Empire,malwa_sultanate,Malwa Sultanate,displacement,2,,0,0,0,1,0,0,206
ghaznavid_empire,Ghaznavid Empire,jaunpur_sultanate,Jaunpur Sultanate,displacement,2,,0,0,0,1,0,0,208
seljuk_empire,Seljuk Empire,seljuk_rum,Sultanate of Rum,displacement,2,,0,0,0,1,0,0,-117
seljuk_empire,Seljuk Empire,madurai_sultanate,Madurai Sultanate,displacement,2,,0,0,0,1,0,0,141
seljuk_empire,Seljuk Empire,malwa_sultanate,Malwa Sultanate,displacement,2,,0,0,0,1,0,0,198
seljuk_empire,Seljuk Empire,jaunpur_sultanate,Jaunpur Sultanate,displacement,2,,0,0,0,1,0,0,200
seljuk_empire,Seljuk Empire,gujarat_sultanate,Gujarat Sultanate,displacement,2,,0,0,0,1,0,0,213
seljuk_rum,Sultanate of Rum,ghorid_dynasty,Ghorid Sultanate,displacement,2,,0,0,0,1,0,0,-159
seljuk_rum,Sultanate of Rum,khwarazmian_empire,Khwarazmian Empire,displacement,2,,0,0,0,1,0,0,-107
seljuk_rum,Sultanate of Rum,delhi_sultanate,Delhi Sultanate,displacement,2,,0,0,0,1,0,0,-101
seljuk_rum,Sultanate of Rum,ilkhanate,Ilkhanate,displacement,2,,0,0,0,1,0,0,-51
seljuk_rum,Sultanate of Rum,timurid_empire,Timurid Empire,displacement,2,,0,0,0,1,0,0,63
seljuk_rum,Sultanate of Rum,malwa_sultanate,Malwa Sultanate,displacement,2,,0,0,0,1,0,0,85
seljuk_rum,Sultanate of Rum,jaunpur_sultanate,Jaunpur Sultanate,displacement,2,,0,0,0,1,0,0,87
seljuk_rum,Sultanate of Rum,gujarat_sultanate,Gujarat Sultanate,displacement,2,,0,0,0,1,0,0,100
seljuk_rum,Sultanate of Rum,safavid_empire,Safavid Empire,displacement,2,,0,0,0,1,0,0,194
seljuk_rum,Sultanate of Rum,mughal_empire,Mughal Empire,displacement,2,,0,0,0,1,0,0,219
seljuk_rum,Sultanate of Rum,sur_empire,Sur Empire,displacement,2,,0,0,0,1,0,0,233
ghorid_dynasty,Ghorid Sultanate,jalayirid_sultanate,Jalayirid Sultanate,displacement,2,,0,0,0,1,0,0,120
ghorid_dynasty,Ghorid Sultanate,madurai_sultanate,Madurai Sultanate,displacement,2,,0,0,0,1,0,0,120
ghorid_dynasty,Ghorid Sultanate,gujarat_sultanate,Gujarat Sultanate,displacement,2,,0,0,0,1,0,0,192
khwarazmian_empire,Khwarazmian Empire,jalayirid_sultanate,Jalayirid Sultanate,displacement,2,,0,0,0,1,0,0,115
khwarazmian_empire,Khwarazmian Empire,madurai_sultanate,Madurai Sultanate,displacement,2,,0,0,0,1,0,0,115
khwarazmian_empire,Khwarazmian Empire,malwa_sultanate,Malwa Sultanate,displacement,2,,0,0,0,1,0,0,172
khwarazmian_empire,Khwarazmian Empire,jaunpur_sultanate,Jaunpur Sultanate,displacement,2,,0,0,0,1,0,0,174
khwarazmian_empire,Khwarazmian Empire,gujarat_sultanate,Gujarat Sultanate,displacement,2,,0,0,0,1,0,0,187
khwarazmian_empire,Khwarazmian Empire,safavid_empire,Safavid Empire,displacement,2,,0,0,0,1,0,0,281
delhi_sultanate,Delhi Sultanate,ilkhanate,Ilkhanate,displacement,2,,0,0,0,1,0,0,-270
delhi_sultanate,Delhi Sultanate,jalayirid_sultanate,Jalayirid Sultanate,displacement,2,,0,0,0,1,0,0,-191
delhi_sultanate,Delhi Sultanate,madurai_sultanate,Madurai Sultanate,displacement,2,,0,0,0,1,0,0,-191
delhi_sultanate,Delhi Sultanate,timurid_empire,Timurid Empire,displacement,2,,0,0,0,1,0,0,-156
delhi_sultanate,Delhi Sultanate,hyderabad_state,Nizam of Hyderabad,displacement,2,,0,0,0,1,0,0,198
delhi_sultanate,Delhi Sultanate,zand_dynasty,Zand Dynasty,displacement,2,,0,0,0,1,0,0,225
ilkhanate,Ilkhanate,malwa_sultanate,Malwa Sultanate,displacement,2,,0,0,0,1,0,0,57
ilkhanate,Ilkhanate,jaunpur_sultanate,Jaunpur Sultanate,displacement,2,,0,0,0,1,0,0,59
ilkhanate,Ilkhanate,gujarat_sultanate,Gujarat Sultanate,displacement,2,,0,0,0,1,0,0,72
ilkhanate,Ilkhanate,mughal_empire,Mughal Empire,displacement,2,,0,0,0,1,0,0,191
ilkhanate,Ilkhanate,sur_empire,Sur Empire,displacement,2,,0,0,0,1,0,0,205
jalayirid_sultanate,Jalayirid Sultanate,madurai_sultanate,Madurai Sultanate,displacement,2,,0,0,0,1,0,0,-97
jalayirid_sultanate,Jalayirid Sultanate,mughal_empire,Mughal Empire,displacement,2,,0,0,0,1,0,0,94
jalayirid_sultanate,Jalayirid Sultanate,sur_empire,Sur Empire,displacement,2,,0,0,0,1,0,0,108
jalayirid_sultanate,Jalayirid Sultanate,hyderabad_state,Nizam of Hyderabad,displacement,2,,0,0,0,1,0,0,292
madurai_sultanate,Madurai Sultanate,safavid_empire,Safavid Empire,displacement,2,,0,0,0,1,0,0,123
madurai_sultanate,Madurai Sultanate,sur_empire,Sur Empire,displacement,2,,0,0,0,1,0,0,162
timurid_empire,Timurid Empire,malwa_sultanate,Malwa Sultanate,displacement,2,,0,0,0,1,0,0,-115
timurid_empire,Timurid Empire,jaunpur_sultanate,Jaunpur Sultanate,displacement,2,,0,0,0,1,0,0,-113
timurid_empire,Timurid Empire,gujarat_sultanate,Gujarat Sultanate,displacement,2,,0,0,0,1,0,0,-100
timurid_empire,Timurid Empire,hyderabad_state,Nizam of Hyderabad,displacement,2,,0,0,0,1,0,0,217
malwa_sultanate,Malwa Sultanate,gujarat_sultanate,Gujarat Sultanate,displacement,2,,0,0,0,1,0,0,-155
malwa_sultanate,Malwa Sultanate,safavid_empire,Safavid Empire,displacement,2,,0,0,0,1,0,0,-61
malwa_sultanate,Malwa Sultanate,hyderabad_state,Nizam of Hyderabad,displacement,2,,0,0,0,1,0,0,162
malwa_sultanate,Malwa Sultanate,zand_dynasty,Zand Dynasty,displacement,2,,0,0,0,1,0,0,189
jaunpur_sultanate,Jaunpur Sultanate,gujarat_sultanate,Gujarat Sultanate,displacement,2,,0,0,0,1,0,0,-72
jaunpur_sultanate,Jaunpur Sultanate,hyderabad_state,Nizam of Hyderabad,displacement,2,,0,0,0,1,0,0,245
jaunpur_sultanate,Jaunpur Sultanate,zand_dynasty,Zand Dynasty,displacement,2,,0,0,0,1,0,0,272
gujarat_sultanate,Gujarat Sultanate,safavid_empire,Safavid Empire,displacement,2,,0,0,0,1,0,0,-72
gujarat_sultanate,Gujarat Sultanate,hyderabad_state,Nizam of Hyderabad,displacement,2,,0,0,0,1,0,0,151
gujarat_sultanate,Gujarat Sultanate,zand_dynasty,Zand Dynasty,displacement,2,,0,0,0,1,0,0,178
safavid_empire,Safavid Empire,mughal_empire,Mughal Empire,displacement,2,,0,0,0,1,0,0,-210
safavid_empire,Safavid Empire,sur_empire,Sur Empire,displacement,2,,0,0,0,1,0,0,-196
mughal_empire,Mughal Empire,zand_dynasty,Zand Dynasty,displacement,2,,0,0,0,1,0,0,-106
sur_empire,Sur Empire,hyderabad_state,Nizam of Hyderabad,displacement,2,,0,0,0,1,0,0,168
sur_empire,Sur Empire,zand_dynasty,Zand Dynasty,displacement,2,,0,0,0,1,0,0,195
hyderabad_state,Nizam of Hyderabad,zand_dynasty,Zand Dynasty,displacement,2,,0,0,0,1,0,0,-197
kara_khanid_khanate,Kara-Khanid Khanate,kazan_khanate,Kazan Khanate,displacement,2,,0,0,0,1,0,0,226
moghulistan,Moghulistan Khanate,khanate_of_kokand,Khanate of Kokand,displacement,2,,0,0,0,1,0,0,247
kazan_khanate,Kazan Khanate,khanate_of_bukhara,Khanate of Bukhara,displacement,2,,0,0,0,1,0,0,-52
kazan_khanate,Kazan Khanate,khanate_of_kokand,Khanate of Kokand,displacement,2,,0,0,0,1,0,0,157
khanate_of_bukhara,Khanate of Bukhara,yarkand_khanate,Yarkand Khanate,displacement,2,,0,0,0,1,0,0,-271
khanate_of_khiva,Khanate of Khiva,yarkand_khanate,Yarkand Khanate,displacement,2,,0,0,0,1,0,0,-406
kingdom_of_france,Kingdom of France,kingdom_of_jerusalem,Kingdom of Jerusalem,displacement,2,,0,0,0,1,0,0,-693
kingdom_of_france,Kingdom of France,latin_empire,Latin Empire,displacement,2,,0,0,0,1,0,0,-588
kingdom_of_jerusalem,Kingdom of Jerusalem,angevin_empire,Angevin Empire,displacement,2,,0,0,0,1,0,0,-137
kingdom_of_jerusalem,Kingdom of Jerusalem,latin_empire,Latin Empire,displacement,2,,0,0,0,1,0,0,-87
novgorod_republic,Novgorod Republic,cossack_hetmanate,Cossack Hetmanate,displacement,2,,0,0,0,1,0,0,171
galicia_volhynia,Principality of Galicia-Volhynia,cossack_hetmanate,Cossack Hetmanate,displacement,2,,0,0,0,1,0,0,300
grand_duchy_of_lithuania,Grand Duchy of Lithuania,cossack_hetmanate,Cossack Hetmanate,displacement,2,,0,0,0,1,0,0,80
teutonic_order,Teutonic Order (Monastic State),kalmar_union,Kalmar Union,displacement,2,,0,0,0,1,0,0,-128
teutonic_order,Teutonic Order (Monastic State),habsburg_monarchy,Habsburg Monarchy,displacement,2,,0,0,0,1,0,0,-87
kalmar_union,Kalmar Union,habsburg_monarchy,Habsburg Monarchy,displacement,2,,0,0,0,1,0,0,-85
kalmar_union,Kalmar Union,kingdom_of_prussia,Kingdom of Prussia,displacement,2,,0,0,0,1,0,0,178
kingdom_of_great_britain,Kingdom of Great Britain,british_raj,British Raj,displacement,2,,0,0,0,1,0,0,57
byzantine_empire,Byzantine Empire,ottoman_empire,Ottoman Empire,expansion,2,anatolia|balkans,2,0,0,0,0,0,-154
croatian_kingdom,Croatian Kingdom,latin_empire,Latin Empire,expansion,2,balkans,1,0,0,0,1,0,102
kingdom_of_bohemia,Kingdom of Bohemia,holy_roman_empire,Holy Roman Empire,expansion,2,bohemia,1,0,0,0,1,0,-564
kingdom_of_bohemia,Kingdom of Bohemia,habsburg_monarchy,Habsburg Monarchy,expansion,2,bohemia,1,0,0,0,1,0,-88
kingdom_of_england,Kingdom of England,angevin_empire,Angevin Empire,expansion,2,britannia,1,0,0,0,1,0,-553
kingdom_of_urartu,Kingdom of Urartu,median_kingdom,Median Kingdom,expansion,2,caucasus,1,0,0,0,1,0,-88
kingdom_of_armenia,Kingdom of Armenia,sassanid_empire,Sassanid Empire,expansion,2,caucasus,1,0,0,0,1,0,-204
safavid_empire,Safavid Empire,russian_empire,Russian Empire,expansion,2,caucasus,1,0,0,0,0,0,-15
kara_khanid_khanate,Kara-Khanid Khanate,golden_horde,Golden Horde,expansion,2,central_asian_steppe,1,0,0,0,0,0,30
western_xia,Western Xia (Tangut Empire),qara_khitai,Qara Khitai (Western Liao),expansion,2,central_asian_steppe,1,0,0,0,1,0,-103
western_xia,Western Xia (Tangut Empire),mongol_empire,Mongol Empire,expansion,2,central_asian_steppe,1,0,0,0,0,0,-21
western_xia,Western Xia (Tangut Empire),golden_horde,Golden Horde,expansion,2,central_asian_steppe,1,0,0,0,0,0,15
qara_khitai,Qara Khitai (Western Liao),golden_horde,Golden Horde,expansion,2,central_asian_steppe,1,0,0,0,0,0,24
yarkand_khanate,Yarkand Khanate,russian_empire,Russian Empire,expansion,2,central_asian_steppe,1,0,0,0,0,0,16
dzungar_khanate,Dzungar Khanate,russian_empire,Russian Empire,expansion,2,central_asian_steppe,1,0,0,0,0,0,-34
mysore_kingdom,Mysore Kingdom,republic_of_india,Republic of India,expansion,2,deccan,1,0,0,0,1,0,148
maratha_empire,Maratha Empire,british_raj,British Raj,expansion,2,deccan,1,0,0,0,0,0,40
palmyrene_empire,Palmyrene Empire,roman_empire,Roman Empire,expansion,2,egypt|levant,2,0,0,0,0,0,-300
palmyrene_empire,Palmyrene Empire,byzantine_empire,Byzantine Empire,expansion,2,egypt|levant,2,0,0,0,0,0,122
sena_dynasty,Sena Dynasty,delhi_sultanate,Delhi Sultanate,expansion,2,ganges_plain,1,0,0,0,0,0,-24
gajapati_dynasty,Gajapati Dynasty (Odisha),mughal_empire,Mughal Empire,expansion,2,ganges_plain,1,0,0,0,0,0,-15
kingdom_of_hungary,Kingdom of Hungary,habsburg_monarchy,Habsburg Monarchy,expansion,2,hungary,1,0,0,0,1,0,-88
visigothic_kingdom,Visigothic Kingdom,umayyad_caliphate,Umayyad Caliphate,expansion,2,iberia,1,0,0,0,0,0,-50
kushano_sasanian_kingdom,Kushano-Sasanian Kingdom,hephthalite_empire,Hephthalite Empire,expansion,2,indus_valley|khorasan,2,0,0,0,0,0,75
pratihara_dynasty,Pratihara Dynasty,ghaznavid_empire,Ghaznavid Empire,expansion,2,indus_valley|punjab,2,0,0,0,0,0,-59
abbasid_caliphate,Abbasid Caliphate,mongol_empire,Mongol Empire,expansion,2,iran_plateau|mesopotamia,2,0,0,0,0,0,-52
buyid_dynasty,Buyid Dynasty,mongol_empire,Mongol Empire,expansion,2,iran_plateau|mesopotamia,2,0,0,0,0,0,144
ryukyu_kingdom,Ryukyu Kingdom,empire_of_japan,Empire of Japan (Meiji),expansion,2,japanese_archipelago,1,0,0,0,0,0,-11
hephthalite_empire,Hephthalite Empire,umayyad_caliphate,Umayyad Caliphate,expansion,2,khorasan|transoxiana,2,0,0,0,0,0,96
ghaznavid_empire,Ghaznavid Empire,mongol_empire,Mongol Empire,expansion,2,khorasan,1,0,0,0,0,0,20
afsharid_dynasty,Afsharid Dynasty,durrani_empire,Durrani Empire,expansion,2,khorasan,1,0,0,0,0,0,-49
grand_duchy_moscow,Grand Duchy of Moscow,polish_lithuanian_commonwealth,Polish-Lithuanian Commonwealth,expansion,2,kievan_rus,1,0,0,0,0,0,22
polish_lithuanian_commonwealth,Polish-Lithuanian Commonwealth,soviet_union,Soviet Union,expansion,2,kievan_rus|lithuania,2,0,0,0,0,0,127
joseon,Joseon Dynasty,empire_of_japan,Empire of Japan (Meiji),expansion,2,korean_peninsula,1,0,0,0,0,0,-29
phoenician_states,"Phoenician City-States (Tyre, Sidon, Byblos)",seleucid_empire,Seleucid Empire,expansion,2,levant,1,0,0,0,0,0,20
phoenician_states,"Phoenician City-States (Tyre, Sidon, Byblos)",ptolemaic_egypt,Ptolemaic Kingdom,expansion,2,levant,1,0,0,0,0,0,27
kingdom_of_israel,United Kingdom of Israel,neo_assyrian_empire,Neo-Assyrian Empire,expansion,2,levant,1,0,0,0,0,0,19
kingdom_of_judah,Kingdom of Judah,neo_babylonian,Neo-Babylonian (Chaldean) Empire,expansion,2,levant,1,0,0,0,0,0,-40
kingdom_of_judah,Kingdom of Judah,achaemenid_empire,Achaemenid Empire,expansion,2,levant,1,0,0,0,0,0,36
kingdom_of_jerusalem,Kingdom of Jerusalem,mamluk_sultanate,Mamluk Sultanate,expansion,2,levant,1,0,0,0,0,0,-41
liao_dynasty,Liao Dynasty (Khitan),mongol_empire,Mongol Empire,expansion,2,manchuria|yellow_river,2,0,0,0,0,0,81
liao_dynasty,Liao Dynasty (Khitan),yuan_dynasty,Yuan Dynasty,expansion,2,manchuria|yellow_river,2,0,0,0,0,0,146
jin_jurchen,Jin Dynasty (Jurchen),ming_dynasty,Ming Dynasty,expansion,2,manchuria|yellow_river,2,0,0,0,0,0,134
old_babylonian,Old Babylonian Empire,mitanni_empire,Mitanni Empire,expansion,2,mesopotamia,1,0,0,0,1,0,95
lakhmid_kingdom,Lakhmid Kingdom,rashidun_caliphate,Rashidun Caliphate,expansion,2,mesopotamia,1,0,0,0,0,0,30
zangid_atabegate,Zangid Atabegate,mongol_empire,Mongol Empire,expansion,2,mesopotamia,1,0,0,0,0,0,-44
numidia,Kingdom of Numidia,roman_empire,Roman Empire,expansion,2,north_africa,1,0,0,0,0,0,19
khwarazmian_empire,Khwarazmian Empire,mongol_empire,Mongol Empire,expansion,2,transoxiana,1,0,0,0,0,0,-14
khanate_of_kokand,Khanate of Kokand,soviet_union,Soviet Union,expansion,2,transoxiana,1,0,0,0,0,0,46
northern_song,Northern Song Dynasty,mongol_empire,Mongol Empire,expansion,2,yangtze|yellow_river,2,0,0,0,0,0,79
northern_song,Northern Song Dynasty,yuan_dynasty,Yuan Dynasty,expansion,2,yangtze|yellow_river,2,0,0,0,0,0,144
xiongnu,Xiongnu Confederation,hunnic_empire,Hunnic Empire,expansion,2,,0,0,0,1,0,0,257
rustamid_dynasty,Rustamid Dynasty,almohad_caliphate,Almohad Caliphate,expansion,2,,0,0,0,1,0,0,212
aghlabid_dynasty,Aghlabid Dynasty,almohad_caliphate,Almohad Caliphate,expansion,2,,0,0,0,1,0,0,212
samanid_empire,Samanid Empire,ilkhanate,Ilkhanate,expansion,2,,0,0,0,1,0,0,257
saffarid_dynasty,Saffarid Dynasty,ilkhanate,Ilkhanate,expansion,2,,0,0,0,1,0,0,253
buyid_dynasty,Buyid Dynasty,ilkhanate,Ilkhanate,expansion,2,,0,0,0,1,0,0,194
ghorid_dynasty,Ghorid Sultanate,safavid_empire,Safavid Empire,expansion,2,,0,0,0,1,0,0,286
abbasid_caliphate,Abbasid Caliphate,ottoman_empire,Ottoman Empire,expansion,2,,0,0,0,0,1,0,41
second_bulgarian_empire,Second Bulgarian Empire,principality_of_wallachia,Principality of Wallachia,same,2,balkans,1,0,0,0,1,0,-106
serbian_empire,Serbian Empire (Nemanjić Dynasty),principality_of_wallachia,Principality of Wallachia,same,2,balkans,1,0,0,0,1,0,-99
principality_of_wallachia,Principality of Wallachia,serbian_despotate,Serbian Despotate,same,2,balkans,1,0,0,0,1,0,-457
principality_of_moldavia,Principality of Moldavia,serbian_despotate,Serbian Despotate,same,2,balkans,1,0,0,0,1,0,-457
kingdom_of_greece,Kingdom of Greece,kingdom_of_romania,Kingdom of Romania,same,2,balkans,1,0,0,0,1,0,-92
avar_khaganate,Avar Khaganate,kara_khanid_khanate,Kara-Khanid Khanate,same,2,central_asian_steppe,1,0,0,0,0,0,36
kara_khanid_khanate,Kara-Khanid Khanate,qara_khitai,Qara Khitai (Western Liao),same,2,central_asian_steppe|transoxiana,2,0,0,0,0,0,-88
pandya_dynasty,Pandya Dynasty,vakataka_dynasty,Vakataka Dynasty,same,2,deccan,1,0,0,0,1,0,-1095
pandya_dynasty,Pandya Dynasty,yadava_dynasty,Yadava Dynasty (Devagiri),same,2,deccan,1,0,0,0,1,0,-495
chola_empire,Chola Empire,vakataka_dynasty,Vakataka Dynasty,same,2,deccan,1,0,0,0,1,0,-1029
chola_empire,Chola Empire,yadava_dynasty,Yadava Dynasty (Devagiri),same,2,deccan,1,0,0,0,1,0,-429
chera_dynasty,Chera Dynasty,vakataka_dynasty,Vakataka Dynasty,same,2,deccan,1,0,0,0,1,0,-852
chera_dynasty,Chera Dynasty,yadava_dynasty,Yadava Dynasty (Devagiri),same,2,deccan,1,0,0,0,1,0,-252
vakataka_dynasty,Vakataka Dynasty,pallava_dynasty,Pallava Dynasty,same,2,deccan,1,0,0,0,1,0,-225
vakataka_dynasty,Vakataka Dynasty,kadamba_dynasty,Kadamba Dynasty,same,2,deccan,1,0,0,0,1,0,-155
yadava_dynasty,Yadava Dynasty (Devagiri),kakatiya_dynasty,Kakatiya Dynasty,same,2,deccan,1,0,0,0,1,0,-234
yadava_dynasty,Yadava Dynasty (Devagiri),madurai_sultanate,Madurai Sultanate,same,2,deccan,1,0,0,0,0,0,18
yadava_dynasty,Yadava Dynasty (Devagiri),bahmani_sultanate,Bahmani Sultanate,same,2,deccan,1,0,0,0,0,0,30
yadava_dynasty,Yadava Dynasty (Devagiri),mysore_kingdom,Mysore Kingdom,same,2,deccan,1,0,0,0,1,0,82
hoysala_dynasty,Hoysala Empire,madurai_sultanate,Madurai Sultanate,same,2,deccan,1,0,0,0,0,0,-11
kakatiya_dynasty,Kakatiya Dynasty,madurai_sultanate,Madurai Sultanate,same,2,deccan,1,0,0,0,0,0,12
kakatiya_dynasty,Kakatiya Dynasty,bahmani_sultanate,Bahmani Sultanate,same,2,deccan,1,0,0,0,0,0,24
madurai_sultanate,Madurai Sultanate,vijayanagara_empire,Vijayanagara Empire,same,2,deccan,1,0,0,0,0,0,-42
madurai_sultanate,Madurai Sultanate,mysore_kingdom,Mysore Kingdom,same,2,deccan,1,0,0,0,0,0,21
mysore_kingdom,Mysore Kingdom,maratha_empire,Maratha Empire,same,2,deccan,1,0,0,0,1,0,-125
byzantine_empire,Byzantine Empire,rashidun_caliphate,Rashidun Caliphate,same,2,egypt|levant,2,0,0,0,0,0,-821
kushano_sasanian_kingdom,Kushano-Sasanian Kingdom,gupta_empire,Gupta Empire,same,2,indus_valley,1,0,0,0,0,0,-45
jalayirid_sultanate,Jalayirid Sultanate,kara_koyunlu,Kara Koyunlu (Black Sheep Turkmen),same,2,iran_plateau|mesopotamia,2,0,0,0,0,0,-58
hotak_dynasty,Hotak Dynasty,qajar_dynasty,Qajar Dynasty,same,2,iran_plateau|khorasan,2,0,0,0,0,0,58
novgorod_republic,Novgorod Republic,grand_duchy_moscow,Grand Duchy of Moscow,same,2,kievan_rus,1,0,0,0,1,0,-195
novgorod_republic,Novgorod Republic,tsardom_russia,Tsardom of Russia,same,2,kievan_rus,1,0,0,0,1,0,69
galicia_volhynia,Principality of Galicia-Volhynia,grand_duchy_moscow,Grand Duchy of Moscow,same,2,kievan_rus,1,0,0,0,1,0,-66
joseon,Joseon Dynasty,japanese_korea,Japanese-Occupied Korea,same,2,korean_peninsula,1,0,0,0,0,0,13
ur_iii,Third Dynasty of Ur (Neo-Sumerian),old_babylonian,Old Babylonian Empire,same,2,mesopotamia,1,0,0,0,1,0,110
zangid_atabegate,Zangid Atabegate,jalayirid_sultanate,Jalayirid Sultanate,same,2,mesopotamia,1,0,0,0,1,0,85
kazan_khanate,Kazan Khanate,crimean_khanate,Crimean Khanate,same,2,pontic_steppe,1,0,0,0,1,0,-111
samanid_empire,Samanid Empire,kara_khanid_khanate,Kara-Khanid Khanate,same,2,transoxiana,1,0,0,0,1,0,-159
northern_song,Northern Song Dynasty,jin_jurchen,Jin Dynasty (Jurchen),same,2,yellow_river,1,0,0,0,0,0,-12
vakataka_dynasty,Vakataka Dynasty,rashtrakuta_dynasty,Rashtrakuta Dynasty,same,2,,0,0,0,1,0,0,253
tulunid_dynasty,Tulunid Dynasty,ayyubid_sultanate,Ayyubid Sultanate,same,2,,0,0,0,1,0,0,266
ikhshidid_dynasty,Ikhshidid Dynasty,ayyubid_sultanate,Ayyubid Sultanate,same,2,,0,0,0,1,0,0,202
croatian_kingdom,Croatian Kingdom,serbian_despotate,Serbian Despotate,same,2,,0,0,0,1,0,0,300
buyid_dynasty,Buyid Dynasty,jalayirid_sultanate,Jalayirid Sultanate,same,2,,0,0,0,1,0,0,273
ghorid_dynasty,Ghorid Sultanate,timurid_empire,Timurid Empire,same,2,,0,0,0,1,0,0,155
ilkhanate,Ilkhanate,safavid_empire,Safavid Empire,same,2,,0,0,0,1,0,0,166
berber,Berber / Mauretania,mauretania_kingdom,Mauretania Kingdom,unknown,2,,0,0,0,1,0,0,-85
mauretania_kingdom,Mauretania Kingdom,numidia,Kingdom of Numidia,unknown,2,,0,0,0,1,0,0,-242
elam,Kingdom of Elam,marhashi_kingdom,Marhashi Kingdom,unknown,2,,0,0,0,1,0,0,-1961
elam,Kingdom of Elam,anshan_kingdom,Anshan Kingdom,unknown,2,,0,0,0,1,0,0,-1861
marhashi_kingdom,Marhashi Kingdom,anshan_kingdom,Anshan Kingdom,unknown,2,,0,0,0,1,0,0,-400
old_babylonian,Old Babylonian Empire,middle_assyrian_empire,Middle Assyrian Empire,unknown,2,,0,0,0,1,0,0,203
kassite_babylon,Kassite Babylon,middle_assyrian_empire,Middle Assyrian Empire,unknown,2,,0,0,0,1,0,0,-237
shang_dynasty,Shang Dynasty,eastern_zhou,Eastern Zhou (东周),unknown,2,,0,0,0,1,0,0,276
zhou_dynasty,Zhou Dynasty,western_zhou,Western Zhou (西周),unknown,2,,0,0,0,1,0,0,-790
zhou_dynasty,Zhou Dynasty,eastern_zhou,Eastern Zhou (东周),unknown,2,,0,0,0,1,0,0,-514
zhou_dynasty,Zhou Dynasty,western_han,Western Han,unknown,2,,0,0,0,1,0,0,54
zhou_dynasty,Zhou Dynasty,xin,Xin Dynasty (新),unknown,2,,0,0,0,1,0,0,265
zhou_dynasty,Zhou Dynasty,xuan_han,Xuan Han (玄汉),unknown,2,,0,0,0,1,0,0,279
eastern_zhou,Eastern Zhou (东周),western_han,Western Han,unknown,2,,0,0,0,1,0,0,54
eastern_zhou,Eastern Zhou (东周),xin,Xin Dynasty (新),unknown,2,,0,0,0,1,0,0,265
eastern_zhou,Eastern Zhou (东周),xuan_han,Xuan Han (玄汉),unknown,2,,0,0,0,1,0,0,279
qin_dynasty,Qin Dynasty,xin,Xin Dynasty (新),unknown,2,,0,0,0,1,0,0,215
qin_dynasty,Qin Dynasty,xuan_han,Xuan Han (玄汉),unknown,2,,0,0,0,1,0,0,229
han_dynasty,Han Dynasty,western_han,Western Han,unknown,2,,0,0,0,1,0,0,-422
han_dynasty,Han Dynasty,xin,Xin Dynasty (新),unknown,2,,0,0,0,1,0,0,-211
han_dynasty,Han Dynasty,xuan_han,Xuan Han (玄汉),unknown,2,,0,0,0,1,0,0,-197
han_dynasty,Han Dynasty,northern_wei,Northern Wei tributary,unknown,2,,0,0,0,1,0,0,166
western_han,Western Han,cao_wei,Cao Wei,unknown,2,,0,0,0,1,0,0,211
western_han,Western Han,shu_han,Shu Han,unknown,2,,0,0,0,1,0,0,212
western_han,Western Han,eastern_wu,Eastern Wu,unknown,2,,0,0,0,1,0,0,213
western_han,Western Han,western_jin,Western Jin Dynasty,unknown,2,,0,0,0,1,0,0,256
xin,Xin Dynasty (新),cao_wei,Cao Wei,unknown,2,,0,0,0,1,0,0,197
xin,Xin Dynasty (新),shu_han,Shu Han,unknown,2,,0,0,0,1,0,0,198
xin,Xin Dynasty (新),eastern_wu,Eastern Wu,unknown,2,,0,0,0,1,0,0,199
